,airline,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
115367,Vistara,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,5.58,48,5322
120392,Air_India,Kolkata,Morning,one,Evening,Delhi,Economy,9.67,7,13524
199804,Indigo,Chennai,Night,one,Early_Morning,Kolkata,Economy,8.92,22,3890
52050,Indigo,Mumbai,Afternoon,one,Night,Delhi,Economy,6.25,46,2339
118184,GO_FIRST,Bangalore,Evening,one,Late_Night,Chennai,Economy,8.0,33,3336
257395,Vistara,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Business,5.58,25,37985
15291,Indigo,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,9.08,27,5399
122778,GO_FIRST,Kolkata,Early_Morning,zero,Morning,Delhi,Economy,2.5,22,3999
228482,Vistara,Mumbai,Morning,one,Night,Delhi,Business,14.17,35,51372
170653,AirAsia,Hyderabad,Evening,one,Morning,Bangalore,Economy,14.17,49,2738
26464,Indigo,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.0,37,4892
79168,Vistara,Mumbai,Night,one,Evening,Chennai,Economy,17.58,15,12468
260357,Vistara,Bangalore,Morning,one,Morning,Chennai,Business,24.33,32,44280
257412,Vistara,Bangalore,Evening,one,Night,Hyderabad,Business,25.92,25,37985
140678,Vistara,Kolkata,Morning,two_or_more,Night,Bangalore,Economy,13.08,37,8111
126732,Indigo,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,6.42,45,4439
133388,Indigo,Kolkata,Afternoon,one,Night,Mumbai,Economy,6.83,37,5605
15238,GO_FIRST,Delhi,Evening,one,Late_Night,Bangalore,Economy,5.75,27,4205
43043,Vistara,Mumbai,Evening,zero,Night,Delhi,Economy,2.17,1,7518
77602,SpiceJet,Mumbai,Early_Morning,zero,Early_Morning,Chennai,Economy,2.0,4,5942
94886,Air_India,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.67,7,9277
216423,Vistara,Delhi,Evening,one,Evening,Kolkata,Business,26.17,10,67769
142325,Vistara,Kolkata,Early_Morning,two_or_more,Night,Bangalore,Economy,13.25,48,8111
260411,Air_India,Bangalore,Evening,one,Evening,Chennai,Business,21.08,33,52064
61622,Vistara,Mumbai,Morning,one,Evening,Kolkata,Economy,9.17,1,26838
11245,Indigo,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,10.83,8,10733
65762,Vistara,Mumbai,Morning,one,Night,Kolkata,Economy,14.0,25,5949
224020,Vistara,Delhi,Afternoon,one,Evening,Chennai,Business,7.08,35,57992
188753,Air_India,Chennai,Night,one,Night,Mumbai,Economy,25.25,12,9141
120532,SpiceJet,Kolkata,Evening,one,Evening,Delhi,Economy,24.67,8,12773
59320,Vistara,Mumbai,Evening,one,Night,Bangalore,Economy,5.75,37,7135
225380,Vistara,Mumbai,Night,zero,Late_Night,Delhi,Business,2.25,6,34460
57907,AirAsia,Mumbai,Night,zero,Night,Bangalore,Economy,1.92,30,2124
1852,SpiceJet,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.25,11,15720
18317,Air_India,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.5,41,4230
84974,Vistara,Bangalore,Evening,one,Evening,Delhi,Economy,22.08,6,14148
259537,Vistara,Bangalore,Evening,one,Evening,Chennai,Business,21.5,16,60396
121805,Indigo,Kolkata,Afternoon,one,Evening,Delhi,Economy,6.42,16,6449
246455,Vistara,Bangalore,Morning,one,Evening,Delhi,Business,8.42,22,54841
194351,Air_India,Chennai,Early_Morning,one,Evening,Bangalore,Economy,35.58,9,14861
118380,Vistara,Bangalore,Morning,one,Morning,Chennai,Economy,23.33,35,4672
52973,Indigo,Mumbai,Morning,one,Evening,Bangalore,Economy,5.42,2,12191
4696,AirAsia,Delhi,Evening,one,Late_Night,Mumbai,Economy,8.5,25,2409
135348,Vistara,Kolkata,Morning,one,Evening,Mumbai,Economy,8.83,48,6067
76755,Vistara,Mumbai,Afternoon,two_or_more,Evening,Hyderabad,Economy,7.67,45,8386
90350,Vistara,Bangalore,Night,one,Morning,Delhi,Economy,12.0,32,4796
33983,Vistara,Delhi,Evening,one,Night,Hyderabad,Economy,4.83,40,5761
43678,Air_India,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.75,5,14899
102839,Air_India,Bangalore,Afternoon,one,Morning,Kolkata,Economy,16.83,2,8487
207666,Air_India,Delhi,Early_Morning,one,Evening,Mumbai,Business,12.58,11,39859
232552,Air_India,Mumbai,Morning,one,Night,Bangalore,Business,10.08,31,54608
274345,Air_India,Kolkata,Night,one,Morning,Chennai,Business,12.42,40,55983
5773,Indigo,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,30,2410
99144,Vistara,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,6.58,30,4792
60550,Air_India,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,25.83,44,6082
115027,Vistara,Bangalore,Morning,two_or_more,Evening,Hyderabad,Economy,8.33,45,7797
160999,Indigo,Hyderabad,Afternoon,one,Evening,Mumbai,Economy,4.75,20,3149
208676,Air_India,Delhi,Morning,one,Afternoon,Mumbai,Business,5.42,20,44025
106184,GO_FIRST,Bangalore,Evening,one,Early_Morning,Kolkata,Economy,11.5,26,5177
12549,GO_FIRST,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.17,15,4020
238033,Air_India,Mumbai,Early_Morning,one,Night,Hyderabad,Business,16.5,2,50810
32748,Vistara,Delhi,Afternoon,zero,Evening,Hyderabad,Economy,2.25,32,2150
201362,Vistara,Chennai,Morning,one,Evening,Kolkata,Economy,33.83,37,17222
44402,Vistara,Mumbai,Evening,zero,Night,Delhi,Economy,2.17,10,5943
266929,Vistara,Kolkata,Afternoon,one,Night,Mumbai,Business,7.5,43,70431
4645,Indigo,Delhi,Early_Morning,one,Evening,Mumbai,Economy,8.67,24,8202
113389,Air_India,Bangalore,Early_Morning,two_or_more,Morning,Hyderabad,Economy,27.75,32,6515
133324,Vistara,Kolkata,Morning,one,Night,Mumbai,Economy,11.33,36,12440
16624,Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,9.83,33,5698
247809,Vistara,Bangalore,Morning,one,Evening,Delhi,Business,8.33,39,45097
200695,Indigo,Chennai,Afternoon,one,Night,Kolkata,Economy,6.92,31,2359
222696,Vistara,Delhi,Early_Morning,zero,Morning,Chennai,Business,2.75,15,27864
243568,Air_India,Mumbai,Early_Morning,zero,Early_Morning,Chennai,Business,2.0,31,23484
191678,Vistara,Chennai,Morning,one,Night,Mumbai,Economy,13.08,33,4413
295060,Vistara,Chennai,Morning,one,Night,Bangalore,Business,9.67,33,60260
160423,GO_FIRST,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,9.08,16,4452
62393,Vistara,Mumbai,Morning,one,Night,Kolkata,Economy,12.33,7,10593
261698,Air_India,Kolkata,Evening,one,Afternoon,Delhi,Business,19.0,9,53743
231659,Air_India,Mumbai,Afternoon,one,Late_Night,Bangalore,Business,8.17,21,54608
275881,Vistara,Hyderabad,Night,zero,Night,Delhi,Business,2.25,24,24234
222577,Air_India,Delhi,Evening,one,Morning,Chennai,Business,14.92,13,45257
246511,Vistara,Bangalore,Morning,one,Evening,Delhi,Business,8.33,23,45097
99044,Air_India,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,11.83,29,6578
199324,Vistara,Chennai,Afternoon,one,Night,Kolkata,Economy,10.25,17,9426
224487,Vistara,Delhi,Early_Morning,one,Evening,Chennai,Business,12.42,42,60232
10280,Air_India,Delhi,Evening,one,Evening,Bangalore,Economy,24.67,3,10680
75518,Air_India,Mumbai,Afternoon,one,Morning,Hyderabad,Economy,18.5,37,4593
244745,Vistara,Mumbai,Night,one,Morning,Chennai,Business,11.17,48,49613
88467,AirAsia,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,8.25,23,9799
179532,GO_FIRST,Hyderabad,Afternoon,zero,Evening,Chennai,Economy,1.17,39,1543
199962,Air_India,Chennai,Evening,one,Morning,Kolkata,Economy,16.0,23,5623
294563,Vistara,Chennai,Afternoon,one,Evening,Bangalore,Business,5.25,24,44144
98990,Indigo,Bangalore,Early_Morning,one,Morning,Mumbai,Economy,4.25,29,5178
126164,Vistara,Kolkata,Morning,one,Morning,Delhi,Economy,22.58,41,9353
260553,Vistara,Bangalore,Early_Morning,one,Evening,Chennai,Business,13.25,36,44280
117008,Air_India,Bangalore,Evening,two_or_more,Morning,Chennai,Economy,15.92,19,7363
222001,Vistara,Delhi,Evening,one,Morning,Chennai,Business,15.08,4,60232
263875,Air_India,Kolkata,Evening,one,Morning,Delhi,Business,13.92,48,43910
27615,Air_India,Delhi,Evening,one,Evening,Kolkata,Economy,24.83,43,5056
104123,Vistara,Bangalore,Evening,one,Evening,Kolkata,Economy,22.42,12,11116
261342,Air_India,Kolkata,Evening,one,Evening,Delhi,Business,23.5,3,49510
91772,Vistara,Bangalore,Morning,one,Evening,Delhi,Economy,7.42,39,4111
6154,Air_India,Delhi,Night,one,Afternoon,Mumbai,Economy,16.5,31,6724
7810,Vistara,Delhi,Afternoon,one,Evening,Mumbai,Economy,5.0,39,4968
217198,Vistara,Delhi,Early_Morning,one,Evening,Kolkata,Business,9.33,21,67769
224215,Vistara,Delhi,Afternoon,one,Evening,Chennai,Business,7.08,38,57992
203273,Indigo,Chennai,Evening,one,Night,Hyderabad,Economy,4.17,10,4202
263461,Vistara,Kolkata,Morning,one,Evening,Delhi,Business,6.5,40,66063
152420,Air_India,Kolkata,Morning,one,Night,Chennai,Economy,13.17,48,5390
290503,Vistara,Chennai,Morning,one,Night,Mumbai,Business,9.5,4,110218
161512,GO_FIRST,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,11.08,23,4165
211355,Vistara,Delhi,Morning,one,Night,Mumbai,Business,12.58,44,41281
197843,Indigo,Chennai,Morning,two_or_more,Evening,Kolkata,Economy,9.33,2,20320
110233,Air_India,Bangalore,Morning,one,Night,Hyderabad,Economy,12.08,7,5603
203761,Vistara,Chennai,Night,one,Afternoon,Hyderabad,Economy,15.75,15,8511
103923,GO_FIRST,Bangalore,Morning,one,Night,Kolkata,Economy,13.58,11,5177
19871,SpiceJet,Delhi,Evening,one,Afternoon,Bangalore,Economy,18.17,48,5173
107058,AirAsia,Bangalore,Evening,one,Early_Morning,Kolkata,Economy,11.75,32,3393
229074,Vistara,Mumbai,Early_Morning,one,Evening,Delhi,Business,13.83,41,36565
20426,Vistara,Delhi,Evening,one,Evening,Kolkata,Economy,24.92,3,13410
250720,Vistara,Bangalore,Night,one,Early_Morning,Mumbai,Business,10.75,25,67004
107483,Indigo,Bangalore,Night,zero,Late_Night,Kolkata,Economy,2.5,35,3393
275673,Vistara,Hyderabad,Night,one,Morning,Delhi,Business,12.08,19,62067
297892,Air_India,Chennai,Evening,one,Morning,Kolkata,Business,16.0,45,67473
281433,Air_India,Hyderabad,Afternoon,zero,Afternoon,Bangalore,Business,1.25,23,12114
59089,Vistara,Mumbai,Evening,one,Morning,Bangalore,Economy,16.08,36,6450
139491,Vistara,Kolkata,Morning,two_or_more,Evening,Bangalore,Economy,6.75,29,8111
291499,Air_India,Chennai,Morning,one,Night,Mumbai,Business,12.25,20,49553
146836,Air_India,Kolkata,Afternoon,one,Morning,Hyderabad,Economy,19.0,39,5145
157478,GO_FIRST,Hyderabad,Early_Morning,one,Morning,Delhi,Economy,4.92,41,5720
60236,Air_India,Mumbai,Night,one,Evening,Bangalore,Economy,22.33,42,6544
240657,Vistara,Mumbai,Evening,one,Morning,Hyderabad,Business,16.08,38,53645
210773,Vistara,Delhi,Afternoon,one,Night,Mumbai,Business,7.92,39,36577
127974,Air_India,Kolkata,Afternoon,one,Night,Mumbai,Economy,5.75,5,13734
224450,Air_India,Delhi,Evening,one,Morning,Chennai,Business,14.92,42,45257
262461,Vistara,Kolkata,Evening,one,Morning,Delhi,Business,15.0,22,61583
281521,Air_India,Hyderabad,Early_Morning,one,Evening,Bangalore,Business,9.75,24,56590
28725,Vistara,Delhi,Evening,one,Morning,Kolkata,Economy,13.83,49,6578
42511,Air_India,Delhi,Early_Morning,one,Evening,Chennai,Economy,11.08,46,4839
53535,Vistara,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,26.5,6,8148
74538,Air_India,Mumbai,Evening,one,Evening,Hyderabad,Economy,26.25,31,3654
193466,Air_India,Chennai,Morning,one,Afternoon,Mumbai,Economy,26.92,46,4357
50369,SpiceJet,Mumbai,Evening,one,Morning,Delhi,Economy,14.83,38,3342
48494,Air_India,Mumbai,Evening,one,Morning,Delhi,Economy,15.92,29,4484
290988,Air_India,Chennai,Evening,one,Morning,Mumbai,Business,16.08,12,61649
251511,Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,9.67,34,67004
140000,Indigo,Kolkata,Early_Morning,two_or_more,Night,Bangalore,Economy,14.17,33,3860
86238,Indigo,Bangalore,Afternoon,one,Evening,Delhi,Economy,6.83,13,9798
240445,Vistara,Mumbai,Night,one,Afternoon,Hyderabad,Business,15.67,35,58125
290816,Vistara,Chennai,Morning,one,Night,Mumbai,Business,9.5,9,80566
275328,Air_India,Hyderabad,Night,one,Morning,Delhi,Business,10.92,13,39499
86250,Indigo,Bangalore,Evening,one,Late_Night,Delhi,Economy,5.75,13,10008
194188,Vistara,Chennai,Morning,one,Morning,Bangalore,Economy,23.08,7,9105
17529,Vistara,Delhi,Morning,one,Morning,Bangalore,Economy,22.42,38,3672
214341,Air_India,Delhi,Afternoon,zero,Evening,Bangalore,Business,2.75,31,32859
121976,Indigo,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,6.75,17,6489
201415,Air_India,Chennai,Night,one,Evening,Kolkata,Economy,22.83,38,6044
149795,Indigo,Kolkata,Morning,one,Afternoon,Chennai,Economy,6.67,21,5280
203062,Vistara,Chennai,Afternoon,one,Morning,Hyderabad,Economy,20.58,7,12990
160,SpiceJet,Delhi,Evening,one,Night,Mumbai,Economy,4.5,2,8869
130242,SpiceJet,Kolkata,Night,one,Morning,Mumbai,Economy,10.67,19,6276
210446,Vistara,Delhi,Evening,zero,Night,Mumbai,Business,2.25,36,36712
125619,Air_India,Kolkata,Morning,one,Evening,Delhi,Economy,8.25,38,7076
286036,Vistara,Hyderabad,Morning,one,Evening,Chennai,Business,6.0,17,58282
253150,Air_India,Bangalore,Afternoon,one,Night,Kolkata,Business,9.0,7,60508
287277,Air_India,Hyderabad,Morning,one,Morning,Chennai,Business,21.58,42,51595
34427,Vistara,Delhi,Afternoon,one,Early_Morning,Hyderabad,Economy,19.0,43,5772
25880,Indigo,Delhi,Afternoon,one,Night,Kolkata,Economy,6.92,34,3754
228775,Air_India,Mumbai,Night,one,Evening,Delhi,Business,22.25,38,41101
181627,SpiceJet,Chennai,Night,one,Morning,Delhi,Economy,11.75,12,7352
1304,Vistara,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,9,5955
298048,Air_India,Chennai,Early_Morning,one,Evening,Kolkata,Business,13.0,49,55377
24274,GO_FIRST,Delhi,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.17,25,3999
295849,Air_India,Chennai,Afternoon,one,Morning,Bangalore,Business,19.5,48,52139
181310,Indigo,Chennai,Evening,zero,Night,Delhi,Economy,2.75,9,16802
66913,SpiceJet,Mumbai,Evening,one,Night,Kolkata,Economy,27.58,31,6093
53626,Vistara,Mumbai,Evening,one,Night,Bangalore,Economy,31.25,6,15192
257118,Vistara,Bangalore,Evening,one,Evening,Hyderabad,Business,21.33,20,56588
102644,Indigo,Bangalore,Afternoon,one,Night,Mumbai,Economy,7.08,49,3153
125723,Indigo,Kolkata,Late_Night,zero,Late_Night,Delhi,Economy,2.5,39,4809
106689,Air_India,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,8.33,29,7529
226916,Air_India,Mumbai,Evening,zero,Night,Delhi,Business,2.42,21,22140
282796,Vistara,Hyderabad,Morning,one,Evening,Bangalore,Business,7.0,46,56702
293484,Air_India,Chennai,Early_Morning,one,Afternoon,Bangalore,Business,31.33,4,50838
8457,Vistara,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.25,42,5227
55024,Vistara,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,26.67,14,15822
10215,Vistara,Delhi,Early_Morning,two_or_more,Morning,Bangalore,Economy,28.25,2,23442
198304,Indigo,Chennai,Afternoon,one,Night,Kolkata,Economy,8.25,8,5042
201544,Vistara,Chennai,Early_Morning,one,Evening,Kolkata,Economy,11.17,39,5937
29327,AirAsia,Delhi,Afternoon,one,Evening,Hyderabad,Economy,6.58,6,14040
143171,Air_India,Kolkata,Early_Morning,two_or_more,Morning,Hyderabad,Economy,28.75,8,11323
144340,Indigo,Kolkata,Evening,one,Night,Hyderabad,Economy,7.0,18,6489
147630,Indigo,Kolkata,Night,one,Early_Morning,Hyderabad,Economy,8.0,46,2436
131965,Vistara,Kolkata,Morning,one,Evening,Mumbai,Economy,6.25,29,6067
286605,Vistara,Hyderabad,Afternoon,one,Night,Chennai,Business,9.33,29,51707
172884,Vistara,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,6.17,21,5960
230387,Vistara,Mumbai,Morning,one,Night,Bangalore,Business,10.0,6,74365
164859,Vistara,Hyderabad,Afternoon,one,Night,Mumbai,Economy,9.42,44,5171
79853,Indigo,Mumbai,Early_Morning,one,Morning,Chennai,Economy,5.0,20,4069
23176,Air_India,Delhi,Night,one,Morning,Kolkata,Economy,10.67,19,4765
6942,Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,16.33,35,5227
203795,Air_India,Chennai,Morning,two_or_more,Evening,Hyderabad,Economy,31.67,15,13805
201630,Indigo,Chennai,Afternoon,one,Night,Kolkata,Economy,6.92,40,4079
108225,Indigo,Bangalore,Afternoon,one,Night,Kolkata,Economy,5.42,40,3393
71587,Vistara,Mumbai,Evening,one,Morning,Hyderabad,Economy,13.92,11,9879
35174,Vistara,Delhi,Morning,one,Night,Hyderabad,Economy,9.25,48,5772
176222,Indigo,Hyderabad,Morning,zero,Afternoon,Kolkata,Economy,2.08,48,9493
36257,Air_India,Delhi,Morning,one,Early_Morning,Chennai,Economy,22.33,9,11520
167066,Vistara,Hyderabad,Morning,two_or_more,Evening,Bangalore,Economy,8.5,17,7196
27184,Vistara,Delhi,Evening,zero,Evening,Kolkata,Economy,2.08,41,4000
289847,Air_India,Chennai,Afternoon,one,Night,Delhi,Business,6.33,41,45185
155970,Vistara,Hyderabad,Evening,one,Morning,Delhi,Economy,15.17,30,5823
198873,Air_India,Chennai,Night,two_or_more,Evening,Kolkata,Economy,20.25,13,12261
92400,Vistara,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.0,42,3496
23571,Air_India,Delhi,Morning,one,Afternoon,Kolkata,Economy,27.83,21,5294
215795,Vistara,Delhi,Morning,one,Evening,Bangalore,Business,6.08,49,49177
104717,Air_India,Bangalore,Night,one,Afternoon,Kolkata,Economy,17.5,16,7109
96676,GO_FIRST,Bangalore,Night,one,Afternoon,Mumbai,Economy,14.92,17,5177
180770,Indigo,Chennai,Morning,one,Evening,Delhi,Economy,10.33,5,7877
28079,AirAsia,Delhi,Morning,two_or_more,Late_Night,Kolkata,Economy,16.0,46,2480
176855,Air_India,Hyderabad,Morning,two_or_more,Early_Morning,Chennai,Economy,20.0,8,13339
238077,Air_India,Mumbai,Evening,one,Morning,Hyderabad,Business,16.08,3,34026
107743,Vistara,Bangalore,Night,one,Morning,Kolkata,Economy,12.42,36,8112
12721,Indigo,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.83,16,3411
37253,Vistara,Delhi,Morning,two_or_more,Night,Chennai,Economy,14.0,15,8719
230351,Air_India,Mumbai,Evening,one,Morning,Bangalore,Business,14.92,6,54608
210229,Vistara,Delhi,Early_Morning,one,Night,Mumbai,Business,15.5,34,41281
42317,Air_India,Delhi,Evening,one,Early_Morning,Chennai,Economy,13.25,45,3988
27308,Vistara,Delhi,Evening,one,Evening,Kolkata,Economy,23.08,41,7221
245825,Vistara,Bangalore,Morning,one,Evening,Delhi,Business,8.42,14,62793
138891,Vistara,Kolkata,Night,one,Morning,Bangalore,Economy,12.25,25,8111
228492,Vistara,Mumbai,Morning,one,Night,Delhi,Business,11.42,35,53152
144362,Indigo,Kolkata,Afternoon,zero,Evening,Hyderabad,Economy,2.33,18,7697
189417,Indigo,Chennai,Evening,one,Night,Mumbai,Economy,6.75,17,4518
105679,AirAsia,Bangalore,Early_Morning,one,Morning,Kolkata,Economy,6.83,23,3393
200820,Indigo,Chennai,Night,one,Early_Morning,Kolkata,Economy,8.92,32,2359
144138,Indigo,Kolkata,Morning,one,Evening,Hyderabad,Economy,6.25,17,4589
203840,Vistara,Chennai,Night,one,Evening,Hyderabad,Economy,19.92,16,4716
284084,Vistara,Hyderabad,Morning,one,Night,Kolkata,Business,12.42,25,51819
80875,Air_India,Mumbai,Early_Morning,one,Evening,Chennai,Economy,11.0,27,4417
243874,Air_India,Mumbai,Evening,one,Morning,Chennai,Business,14.92,35,49613
292857,Vistara,Chennai,Early_Morning,one,Night,Mumbai,Business,13.17,40,64113
20883,Air_India,Delhi,Morning,one,Morning,Kolkata,Economy,22.33,6,11625
241486,Air_India,Mumbai,Night,two_or_more,Evening,Chennai,Business,22.75,1,75840
34329,AirAsia,Delhi,Morning,one,Afternoon,Hyderabad,Economy,6.0,43,2050
190821,Indigo,Chennai,Afternoon,one,Evening,Mumbai,Economy,5.33,27,3349
159132,Air_India,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,11.5,7,7774
19250,SpiceJet,Delhi,Evening,one,Morning,Bangalore,Economy,17.17,45,6427
212830,Vistara,Delhi,Night,one,Early_Morning,Bangalore,Business,10.0,12,62729
196879,GO_FIRST,Chennai,Early_Morning,one,Evening,Bangalore,Economy,14.67,39,4612
126545,Indigo,Kolkata,Early_Morning,zero,Early_Morning,Delhi,Economy,2.5,44,3999
269614,Vistara,Kolkata,Morning,one,Evening,Bangalore,Business,6.75,39,60978
40917,Air_India,Delhi,Morning,one,Early_Morning,Chennai,Economy,23.83,37,3306
167417,Air_India,Hyderabad,Afternoon,one,Night,Bangalore,Economy,9.25,20,12853
291639,Air_India,Chennai,Early_Morning,one,Night,Mumbai,Business,16.0,22,49553
65293,Air_India,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,12.08,23,4556
51804,AirAsia,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,45,2339
185205,Air_India,Chennai,Morning,zero,Afternoon,Delhi,Economy,3.08,35,2271
18975,AirAsia,Delhi,Morning,zero,Afternoon,Bangalore,Economy,2.83,44,4499
255679,Vistara,Bangalore,Evening,one,Evening,Kolkata,Business,23.25,45,60508
105616,GO_FIRST,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,11.75,22,6186
89528,SpiceJet,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,19.25,28,5654
259763,Vistara,Bangalore,Evening,one,Night,Chennai,Business,4.67,21,44280
247954,Vistara,Bangalore,Morning,one,Afternoon,Delhi,Business,5.0,41,42521
54157,Indigo,Mumbai,Night,zero,Night,Bangalore,Economy,1.75,10,6783
165348,GO_FIRST,Hyderabad,Morning,one,Night,Mumbai,Economy,12.75,48,3700
134750,Air_India,Kolkata,Morning,one,Evening,Mumbai,Economy,30.0,44,8899
161058,Vistara,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.17,20,4660
37848,SpiceJet,Delhi,Early_Morning,one,Night,Chennai,Economy,15.0,19,4149
50759,GO_FIRST,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.17,40,2339
284763,Vistara,Hyderabad,Afternoon,one,Morning,Kolkata,Business,20.75,38,48851
226908,Vistara,Mumbai,Early_Morning,zero,Morning,Delhi,Business,2.08,21,22140
237522,Vistara,Mumbai,Early_Morning,zero,Morning,Kolkata,Business,2.67,44,31436
214111,Air_India,Delhi,Evening,one,Morning,Bangalore,Business,15.17,28,42457
273911,Vistara,Kolkata,Evening,one,Morning,Chennai,Business,18.25,31,55502
66166,GO_FIRST,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.75,27,5817
130254,Indigo,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,9.17,19,6533
81886,Vistara,Mumbai,Morning,one,Night,Chennai,Economy,10.83,34,4663
27095,GO_FIRST,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.58,40,6395
156328,Indigo,Hyderabad,Morning,zero,Morning,Delhi,Economy,2.25,33,2694
169314,Vistara,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,15.83,37,7196
194192,Vistara,Chennai,Early_Morning,one,Night,Bangalore,Economy,13.92,7,9284
98748,GO_FIRST,Bangalore,Afternoon,one,Late_Night,Mumbai,Economy,9.58,28,4096
59246,Air_India,Mumbai,Morning,one,Afternoon,Bangalore,Economy,26.33,37,5214
174957,Vistara,Hyderabad,Morning,one,Night,Kolkata,Economy,12.42,38,6485
293774,Vistara,Chennai,Morning,one,Afternoon,Bangalore,Business,30.25,9,58970
6612,Vistara,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,34,2700
90359,AirAsia,Bangalore,Late_Night,zero,Late_Night,Delhi,Economy,2.92,32,4498
122768,Vistara,Kolkata,Night,zero,Night,Delhi,Economy,2.33,22,4001
245188,Vistara,Bangalore,Morning,one,Evening,Delhi,Business,7.42,6,68505
220579,Vistara,Delhi,Early_Morning,one,Night,Hyderabad,Business,15.17,27,59649
171238,Air_India,Hyderabad,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,32.33,7,11397
188206,Indigo,Chennai,Morning,one,Evening,Mumbai,Economy,9.92,8,9001
134319,Vistara,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,11.92,42,6067
164640,GO_FIRST,Hyderabad,Night,one,Morning,Mumbai,Economy,13.08,43,3645
32032,AirAsia,Delhi,Morning,one,Evening,Hyderabad,Economy,8.17,27,2050
17254,Indigo,Delhi,Night,one,Early_Morning,Bangalore,Economy,10.0,36,4740
213331,Vistara,Delhi,Night,zero,Night,Bangalore,Business,2.67,19,32859
120069,Indigo,Kolkata,Morning,zero,Afternoon,Delhi,Economy,2.42,5,7119
47064,Indigo,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.42,22,6668
60611,GO_FIRST,Mumbai,Early_Morning,one,Night,Bangalore,Economy,13.42,44,6728
38459,Air_India,Delhi,Morning,two_or_more,Morning,Chennai,Economy,23.92,22,8650
150579,Air_India,Kolkata,Evening,one,Early_Morning,Chennai,Economy,13.0,29,3644
35355,Vistara,Delhi,Morning,one,Morning,Hyderabad,Economy,24.0,49,8386
168173,Vistara,Hyderabad,Afternoon,one,Night,Bangalore,Economy,9.92,27,6461
7048,Indigo,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,36,2410
93758,GO_FIRST,Bangalore,Evening,one,Late_Night,Delhi,Economy,5.42,48,4456
192914,Indigo,Chennai,Early_Morning,one,Afternoon,Mumbai,Economy,8.5,42,3756
203044,Vistara,Chennai,Night,one,Early_Morning,Hyderabad,Economy,11.33,7,10757
3546,Vistara,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.83,19,7575
34440,Vistara,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,4.75,43,6172
122997,GO_FIRST,Kolkata,Early_Morning,one,Evening,Delhi,Economy,12.0,23,6294
185418,Air_India,Chennai,Afternoon,one,Morning,Delhi,Economy,19.83,36,3916
27440,Air_India,Delhi,Morning,one,Morning,Kolkata,Economy,22.17,42,5276
175998,AirAsia,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,11.67,47,2056
239799,Vistara,Mumbai,Evening,zero,Night,Hyderabad,Business,1.58,27,17604
